00052dbf3b04aed134,gladius
001aa126d7db0a0e83,gladius
00e546ffd76996ccfb,gladius
00ea594ab267ddf16a,gladius
00f46bacce81368623,gladius
000589d2efb7908ad8,pyromaniac robe
0056eb89f3fa70a2b0,pyromaniac robe
0058c9c8b38e171d1b,pyromaniac robe
0086f78105f0bd6fbf,pyromaniac robe
00c5185222cb06e753,pyromaniac robe
00d02ee7f588848723,pyromaniac robe
00d178d86717eb15c2,pyromaniac robe
00f9058ee46e1d2d1c,pyromaniac robe
00facd1acd3fdc1f2e,pyromaniac robe
0025c4779a89661f55,flipper robe
00348fad44cbf65c76,flipper robe
003c9065047890899e,flipper robe
00643e4726c3d310ef,flipper robe
006aa4bd517a6b5218,flipper robe
007690e1d688d3098e,flipper robe
00a497d38dd5ac3dcd,flipper robe
00acd70a6adf5f60ed,flipper robe
00e35e3fb2d3939611,flipper robe
00e647b3e51e4dcf1c,flipper robe
001321f672078e4d00,plutonian rod
0020fb1359dbee5f2e,plutonian rod
00220140ce0f611436,plutonian rod
00b1652ff4e20275a2,plutonian rod
00d1a7b026dffb2baf,plutonian rod
0015054d76e428abe0,the bad idea
00172625fc70ac915a,the bad idea
002d0fdfedf2cbb341,the bad idea
008c6e40b9e8f4fae5,the bad idea
00af9185e396b81a1c,the bad idea
0028bf0658f802ef0c,hatchet
00be7269b6b757b07e,hatchet
00cc7d57a130b40ced,hatchet
003e86a6a48656d168,crossbow
004497bc70a955a717,crossbow
00697ec9ae9ee6fdbd,crossbow
008e19ce2af4df4dcf,crossbow
00a785b902470d4f40,crossbow
00050e3d78c0ec037e,crusher of mountains
005b419cff78c6c8aa,crusher of mountains
00d3cbdb7478baa589,crusher of mountains
000478ffc3d371fe4c,blightgrief
009c01b11796109333,blightgrief
009e53767a06ad34da,blightgrief
00c6052ea1312a2461,blightgrief
00d0b707feb47263c5,blightgrief
00f01a5e76a9e95c6d,blightgrief
0003ced286e658828e,map spell effects
0005d3ba0d08b0f21b,map spell effects
00062be4109fb92920,map spell effects
00072fc55fb26f9f95,map spell effects
00107df02299ba22c5,map spell effects
001163b967e143a240,map spell effects
00193a4969ed7f8cf9,map spell effects
001cdbc34abe7cecf6,map spell effects
001ded4e3c52d8f683,map spell effects
001ef1c7cf73fbe77d,map spell effects
001f6f5bcd6e2c92d4,map spell effects
00229a107fd547a339,map spell effects
00231fe8afa18cb651,map spell effects
00237458662eb2bae3,map spell effects
00259e3cc0272af196,map spell effects
00265876b2422979b4,map spell effects
002df774dd38bd21fa,map spell effects
002fbbf1fa0dd0e6d5,map spell effects
00388572ec7309858d,map spell effects
003912e144c3493324,map spell effects
003a8675eb656f0ba5,map spell effects
003b11d418d2a50c7d,map spell effects
003e0af9d7b3a69935,map spell effects
004186a2a7521c696f,map spell effects
0049a1795ae4903ca3,map spell effects
004b19677113bd9a52,map spell effects
004bf2b67783bb956d,map spell effects
004c62b10b62db51e5,map spell effects
00501857cc812f7f98,map spell effects
0055137a29a27201b0,map spell effects
0059cf25f922fb0eac,map spell effects
005a4e79e8ebf2df92,map spell effects
00632457a90a087658,map spell effects
0067806562b38f5393,map spell effects
0074ba8975655756d1,map spell effects
007a70adcd9519c98b,map spell effects
007ac58a8987c21b35,map spell effects
007c0fe9209cb7560d,map spell effects
007db37819161ffef7,map spell effects
0083ede00740f84008,map spell effects
008ae8fb870f3a59e3,map spell effects
008d43837fda9d39eb,map spell effects
0093f91d8c1cba8942,map spell effects
009537c9886c256d14,map spell effects
0098be0e868835704e,map spell effects
009e76410025346a36,map spell effects
00aa91df4ce3dd43c0,map spell effects
00b62b24f7a672d560,map spell effects
00bc02971f9043cb50,map spell effects
00bd9ebb53f11a3a5c,map spell effects
00bdee02f0b3a3bd99,map spell effects
00be267df7901f3510,map spell effects
00c1a1ea6a555edf1c,map spell effects
00c5909a1b319e33af,map spell effects
00c5b234d231d252d9,map spell effects
00cc076ac5c285248d,map spell effects
00cd0d9d792fe2a794,map spell effects
00cf1b5027b2196f38,map spell effects
00d7b03bbf523dd780,map spell effects
00d968291c7a961088,map spell effects
00da601dea4d103ffb,map spell effects
00dd6111dc0fb81563,map spell effects
00df720b0b2be42eea,map spell effects
